index,Gender,Race,Age,Created Date,Mailing Zip/Postal Code,Domestic,Country,State,Program,Status,Index
1026,Male,Black or African American,26,10/31/2022,08054-6245,Domestic,United States,New Jersey,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming,1027
1027,Female,White,31,1/3/2023,07753-3910,Domestic,United States,New Jersey,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming,1028
1028,Female,Black or African American,57,7/20/2022,7302,Domestic,United States,New Jersey,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Withdrawn,1029
1029,Female,Black or African American,43,12/13/2022,08102-1249,Domestic,United States,New Jersey,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Denied,1030
1030,Female,Black or African American,43,12/17/2022,08102-1249,Domestic,United States,New Jersey,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Denied,1031
1031,Female,White,31,7/13/2022,08109-2048,Domestic,United States,New Jersey,Public Administration - On Campus (MPA),Started App,1032
1032,Male,White,22,11/10/2022,8069,Domestic,United States,New Jersey,Public Administration - On Campus (MPA),Started App,1033
1033,Female,Asian,24,2/3/2023,08003-1553,Domestic,United States,New Jersey,Public Administration - On Campus (MPA),Admit-Coming,1034
1034,Female,White,23,2/7/2023,08021-2314,Domestic,United States,New Jersey,Public Administration - On Campus (MPA),Admit-Coming,1035
1035,Female,White,25,4/20/2022,08530-3427,Domestic,United States,New Jersey,Public Affairs/Community Development (MS),Started App,1036
1036,Female,Black or African American,22,5/11/2022,08110-3603,Domestic,United States,New Jersey,Public Affairs/Community Development (MS),Started App,1037
1037,Male,Black or African American,,6/9/2022,07079-2409,Domestic,United States,New Jersey,Public Affairs/Community Development (MS),Started App,1038
1038,Female,Black or African American,52,1/6/2023,8101,Domestic,United States,New Jersey,Public Affairs/Community Development (MS),Started App,1039
1039,Female,White,32,1/4/2023,08086-1989,Domestic,United States,New Jersey,Public Affairs/Community Development (MS),Complete App,1040
1040,Female,Black or African American,30,3/1/2023,7050,International,United States,New Jersey,Public Affairs/Community Development (MS),Complete App,1041
1041,Female,White,28,3/2/2023,08854-8113,International,United States,New Jersey,Public Affairs/Community Development (MS),Complete App,1042
1042,Male,White,30,11/18/2022,8103,Domestic,United States,New Jersey,Public Affairs/Community Development (MS),Admit-Coming,1043
1043,Female,Black or African American,43,11/10/2022,08102-1249,Domestic,United States,New Jersey,Public Affairs/Community Development (MS),Withdrawn,1044
1044,Female,White,30,3/29/2022,07013-3457,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Started App,1045
1045,Male,White,56,4/29/2022,07748-1514,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Started App,1046
1046,Female,Black or African American,47,6/8/2022,07086-7160,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Started App,1047
1047,Female,White,27,11/8/2022,08080-2672,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Started App,1048
1048,Female,Black or African American,46,1/9/2022,08081-1771,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Submitted App,1049
1049,Female,Black or African American,60,12/28/2021,08009-9021,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Admit,1050
1050,Male,Two or More,22,9/21/2022,08096-2353,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Admit,1051
1051,Female,Black or African American,28,10/18/2022,08618-4626,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Admit-Coming,1052
1052,Female,Two or More,41,12/23/2022,08110-3736,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Admit-Coming,1053
1053,Female,Black or African American,42,12/27/2022,08618-3705,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Denied,1054
1054,Female,Black or African American,55,1/9/2023,8016,Domestic,United States,New Jersey,Public Affairs/Community Development (PHD),Denied,1055
1055,Male,White,23,1/6/2023,08406-1356,Domestic,United States,New Jersey,Teacher Education (MAT),Started App,1056
1056,Male,White,25,2/3/2023,08031-1117,Domestic,United States,New Jersey,Teacher Education (MAT),Started App,1057
1057,Female,White,22,2/27/2023,08065-2610,Domestic,United States,New Jersey,Teacher Education (MAT),Started App,1058
1058,Female,White,21,3/6/2023,7871,Domestic,United States,New Jersey,Teacher Education (MAT),Started App,1059
1059,Female,Black or African American,22,3/6/2023,8104,Domestic,United States,New Jersey,Teacher Education (MAT),Started App,1060
1060,Female,White,21,6/27/2022,08030-1252,Domestic,United States,New Jersey,Teacher Education (MAT),Submitted App,1061
1061,Female,White,23,1/17/2023,08033-3410,Domestic,United States,New Jersey,Teacher Education (MAT),Complete App,1062
1062,Male,Black or African American,33,2/27/2023,87106-5413,International,United States,New Mexico,English (MA),Complete App,1063
1063,Female,White,32,1/2/2023,87106-4501,Domestic,United States,New Mexico,Public Administration - On Campus (MPA),Admit,1064
1064,Male,None Listed,27,2/10/2023,10007-0090,International,United States,New York,Biology: Computational and Integrative (MS),Complete App,1065
1065,Male,Asian,36,12/15/2022,11377,International,United States,New York,Biology: Computational and Integrative (PHD),Started App,1066
1066,Male,White,27,11/20/2022,10040-1828,Domestic,United States,New York,Biology: Computational and Integrative (PHD),Complete App,1067
1067,Male,Black or African American,22,3/9/2023,14850-4975,Domestic,United States,New York,Biology (MS),Started App,1068
1068,Female,White,25,2/23/2023,13027-1522,Domestic,United States,New York,Biology (MS),Admit,1069
1069,Female,Asian,24,11/4/2022,10031,International,United States,New York,Childhood Studies (PHD),Admit,1070
1070,Female,White,24,12/7/2022,12561-3736,Domestic,United States,New York,Childhood Studies (PHD),Admit,1071
1071,Female,White,28,7/19/2022,11234-6326,Domestic,United States,New York,Childhood Studies (PHD),Alternative Admission,1072
1072,Female,White,37,1/4/2023,11801-4319,International,United States,New York,Childhood Studies (PHD),Denied,1073
1073,Male,None Listed,23,10/31/2022,10027-4226,Domestic,United States,New York,Creative Writing (MFA) Camden,Started App,1074
1074,Female,White,23,1/19/2023,11777-1118,Domestic,United States,New York,Creative Writing (MFA) Camden,Started App,1075
1075,Male,White,26,9/30/2022,12847-1201,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1076
1076,Male,Asian,20,10/14/2022,11375-3534,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1077
1077,Female,White,24,10/24/2022,11237-6593,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1078
1078,Female,Asian,44,10/27/2022,11215-4730,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1079
1079,Male,Black or African American,24,11/5/2022,14217-2801,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1080
1080,Female,White,28,11/29/2022,12303-5309,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1081
1081,Female,White,28,12/14/2022,10028-1060,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1082
1082,Female,White,26,12/14/2022,12515-5028,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1083
1083,Female,Black or African American,21,12/15/2022,10458-7617,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1084
1084,Female,White,25,1/3/2023,10009-5029,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1085
1085,Female,White,29,1/4/2023,11225-1355,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1086
1086,Female,Asian,24,1/5/2023,10009-8249,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1087
1087,Female,White,32,1/18/2023,11205-2396,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1088
1088,Male,White,30,1/19/2023,10960-4703,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1089
1089,Female,White,23,1/19/2023,10924,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1090
1090,Female,Asian,27,1/20/2023,11216-3009,Domestic,United States,New York,Creative Writing (MFA) Camden,Complete App,1091
1091,Female,White,27,12/22/2022,11238-1722,Domestic,United States,New York,Creative Writing (MFA) Camden,Admit,1092
1092,Female,Two or More,21,10/24/2022,11764-3508,Domestic,United States,New York,Criminal Justice (MA),Started App,1093
1093,Male,White,21,12/8/2022,12477-1003,Domestic,United States,New York,Criminal Justice (MA),Admit,1094
1094,Female,Asian,33,12/11/2022,10308-2524,International,United States,New York,Data Science (MS),Submitted App,1095
1095,Female,Asian,19,1/9/2023,11104-1172,Domestic,United States,New York,Data Science (MS),Submitted App,1096
1096,Male,Asian,25,9/24/2022,14261-0060,International,United States,New York,Data Science (MS),Admit,1097
1097,Female,None Listed,24,12/12/2022,10007-0090,International,United States,New York,Data Science (MS),Admit,1098
1098,Female,Black or African American,22,1/11/2023,11212-1831,Domestic,United States,New York,Data Science (MS),Admit,1099
1099,Male,White,24,1/15/2023,10538-1239,Domestic,United States,New York,Data Science (MS),Admit,1100
1100,Female,Asian,23,2/17/2023,12203-3363,International,United States,New York,Data Science (MS),Admit,1101
1101,Female,White,31,3/3/2023,12144-9658,Domestic,United States,New York,English (MA),Complete App,1102
1102,Male,Black or African American,33,3/3/2023,10456-1775,International,United States,New York,English (MA),Complete App,1103
1103,Female,Black or African American,17,11/29/2022,10552-2812,Domestic,United States,New York,Forensic Science (MS),Started App,1104
1104,Male,White,25,3/1/2023,13210-2924,Domestic,United States,New York,"History (American, Global, Public) (MA)",Admit,1105
1105,Female,Two or More,21,3/1/2023,11385-7236,Domestic,United States,New York,"History (American, Global, Public) (MA)",Admit,1106
1106,Female,Black or African American,28,3/2/2023,10026-2252,Domestic,United States,New York,"History (American, Global, Public) (MA)",Admit,1107
1107,Female,White,25,3/1/2023,13501,Domestic,United States,New York,"History (American, Global, Public) (MA)",Admit-Coming,1108
1108,Female,Two or More,30,9/28/2022,11102-3430,Domestic,United States,New York,Prevention Science (PHD),Started App,1109
1109,Male,White,26,2/6/2023,10017,Domestic,United States,New York,Prevention Science (PHD),Started App,1110
1110,Female,Asian,28,2/22/2023,11373,International,United States,New York,Prevention Science (PHD),Complete App,1111
1111,Female,Asian,27,2/22/2023,11101-3848,Domestic,United States,New York,Prevention Science (PHD),Complete App,1112
1112,Female,White,47,2/22/2023,10014-3011,Domestic,United States,New York,Prevention Science (PHD),Complete App,1113
1113,Male,White,21,2/22/2023,10580-1028,Domestic,United States,New York,Prevention Science (PHD),Complete App,1114
1114,Female,Two or More,23,2/22/2023,12401-8612,Domestic,United States,New York,Prevention Science (PHD),Complete App,1115
1115,Female,Asian,29,2/22/2023,11355-5309,Domestic,United States,New York,Prevention Science (PHD),Complete App,1116
1116,Female,White,21,2/27/2023,11020-1275,Domestic,United States,New York,Prevention Science (PHD),Admit,1117
1117,Female,Black or African American,23,2/28/2023,11701,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Started App,1118
1118,Female,Two or More,25,1/28/2023,13601-6570,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Complete App,1119
1119,Female,Asian,20,2/23/2023,11419-3130,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Complete App,1120
1120,Male,White,21,2/24/2023,10580-1028,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Complete App,1121
1121,Male,White,22,2/24/2023,10576-1312,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Complete App,1122
1122,Male,White,21,2/24/2023,11432-5806,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Complete App,1123
1123,Female,White,25,2/27/2023,10916-3306,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Complete App,1124
1124,Female,Two or More,21,2/27/2023,10012,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Complete App,1125
1125,Female,White,21,2/27/2023,11040-5422,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Complete App,1126
1126,Female,Two or More,23,2/27/2023,12401-8612,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Complete App,1127
1127,Male,Black or African American,33,3/3/2023,10456-1775,International,United States,New York,Public Administration - On Campus (MPA),Complete App,1128
1128,Female,White,25,2/1/2023,10308-1506,Domestic,United States,New York,Public Administration - On Campus (MPA),Admit,1129
1129,Male,White,28,12/31/2022,13053-9723,Domestic,United States,New York,Public Administration - On Campus (MPA),Admit-Coming,1130
1130,Female,White,24,3/1/2023,10001-7402,Domestic,United States,New York,Public Affairs/Community Development (MS),Complete App,1131
1131,Female,Black or African American,34,7/20/2022,11234-3713,Domestic,United States,New York,Public Affairs/Community Development (MS),Admit-Coming,1132
1132,Male,Asian,22,8/10/2022,11375-1982,Domestic,United States,New York,Public Affairs/Community Development (MS),Admit-Coming,1133
1133,Male,White,27,3/1/2023,11103-1632,Domestic,United States,New York,Public Affairs/Community Development (PHD),Complete App,1134
1134,Female,None Listed,26,3/2/2023,10009-3715,International,United States,New York,Public Affairs/Community Development (PHD),Complete App,1135
1135,Male,Black or African American,41,5/15/2022,10456-7926,Domestic,United States,New York,Public Affairs/Community Development (PHD),Withdrawn,1136
1136,Female,Two or More,22,12/8/2022,10033-7619,Domestic,United States,New York,Teacher Education - Spanish (MAT),Started App,1137
1137,Male,None Listed,21,2/18/2023,7751,Domestic,United States,New Jersey,Biology: Computational and Integrative (MS),Started App,1138
1138,Female,None Listed,26,1/18/2023,8102,International,United States,New Jersey,Biology: Computational and Integrative (PHD),Complete App,1139
1139,Male,White,26,2/15/2023,8053,Domestic,United States,New Jersey,Biology (MS),Submitted App,1140
1140,Male,White,31,8/22/2022,7624,International,United States,New Jersey,Computer Science: Scientific Computing (MS),Started App,1141
1141,Female,Black or African American,43,8/17/2022,8043,Domestic,United States,New Jersey,Prevention Science (PHD),Started App,1142
1142,Female,Hispanic or Latino,36,6/15/2022,8904,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Started App,1143
1143,Male,Asian,21,1/23/2023,8106,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Submitted App,1144
1144,Male,Two or More,22,12/3/2022,27519-5229,International,United States,North Carolina,Biology: Computational and Integrative (PHD),Complete App,1145
1145,Female,Hispanic or Latino,26,11/30/2022,28081-9051,Domestic,United States,North Carolina,Childhood Studies (PHD),Alternative Admission,1146
1146,Male,White,25,11/13/2022,27608-1323,Domestic,United States,North Carolina,Creative Writing (MFA) Camden,Complete App,1147
1147,Female,Black or African American,31,1/9/2023,27703-3008,Domestic,United States,North Carolina,Creative Writing (MFA) Camden,Complete App,1148
1148,Male,White,67,3/6/2023,28001-9030,Domestic,United States,North Carolina,Liberal Studies (MA),Admit-Coming,1149
1149,Male,None Listed,42,8/4/2022,28376-9436,Domestic,United States,North Carolina,Prevention Science (PHD),Submitted App,1150
1150,Male,Asian,26,2/22/2023,28779-6563,International,United States,North Carolina,Prevention Science (PHD),Complete App,1151
1151,Female,White,22,2/27/2023,27106,Domestic,United States,North Carolina,Psychology: Psychological Sciences (MA),Complete App,1152
1152,Male,None Listed,42,8/3/2022,28376-9436,Domestic,United States,North Carolina,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Submitted App,1153
1153,Female,Two or More,11,1/24/2023,136690400,Domestic,United States,New York,Biology: Computational and Integrative (PHD),Complete App,1154
1154,Male,Asian,22,2/28/2023,11763,International,United States,New York,Business and Science - Computer and Information Sciences (MBS) Camden,Submitted App,1155
1155,Female,Asian,25,5/10/2022,11365,International,United States,New York,Psychology: Psychological Sciences (MA),Complete App,1156
1156,Male,White,25,2/7/2023,44280,Domestic,United States,Ohio,Biology: Computational and Integrative (PHD),Submitted App,1157
1157,Female,Two or More,22,1/12/2023,45056,Domestic,United States,Ohio,Creative Writing (MFA) Camden,Complete App,1158
1158,Male,Two or More,23,1/13/2023,43723-3200,Domestic,United States,Ohio,Creative Writing (MFA) Camden,Complete App,1159
1159,Female,Black or African American,23,2/11/2023,45701-2795,International,United States,Ohio,Data Science (MS),Complete App,1160
1160,Male,Asian,23,1/12/2023,44122,International,United States,Ohio,Data Science (MS),Denied,1161
1161,Female,White,29,11/6/2022,43204-2212,Domestic,United States,Ohio,"History (American, Global, Public) (MA)",Admit,1162
1162,Male,White,25,1/3/2023,45701-9474,Domestic,United States,Ohio,Liberal Studies (MA),Started App,1163
1163,Female,White,22,2/27/2023,44070-4815,Domestic,United States,Ohio,Prevention Science (PHD),Admit-Coming,1164
1164,Female,Black or African American,23,2/8/2023,43081-2457,Domestic,United States,Ohio,Psychology: Psychological Sciences (MA),Started App,1165
1165,Female,White,26,8/30/2022,43081-3569,Domestic,United States,Ohio,Psychology: Psychological Sciences (MA),Admit-Coming,1166
1166,Female,American Indian or Alaska Native,23,6/1/2022,74105-8029,Domestic,United States,Oklahoma,Psychology: Psychological Sciences (MA),Complete App,1167
1167,Male,White,31,10/22/2022,97218-2200,Domestic,United States,Oregon,Creative Writing (MFA) Camden,Complete App,1168
1168,Male,Black or African American,24,2/23/2023,97330-4766,International,United States,Oregon,Data Science (MS),Started App,1169
1169,Female,Black or African American,27,9/15/2022,97203-6085,Domestic,United States,Oregon,Teacher Education - Spanish (MAT),Admit-Coming,1170
1170,Female,White,21,11/22/2022,18615-7995,Domestic,United States,Pennsylvania,Biology: Computational and Integrative (MS),Complete App,1171
1171,Female,Asian,21,2/4/2023,16652-2119,International,United States,Pennsylvania,Biology: Computational and Integrative (MS),Complete App,1172
1172,Female,Asian,21,9/11/2022,19121-4325,Domestic,United States,Pennsylvania,Biology: Computational and Integrative (PHD),Started App,1173
1173,Female,White,21,11/10/2022,16801-4730,Domestic,United States,Pennsylvania,Biology: Computational and Integrative (PHD),Started App,1174
1174,Female,Black or African American,28,12/4/2022,19012-1411,Domestic,United States,Pennsylvania,Biology: Computational and Integrative (PHD),Started App,1175
1175,Female,White,23,9/21/2022,18977-1101,Domestic,United States,Pennsylvania,Biology: Computational and Integrative (PHD),Complete App,1176
1176,Female,White,24,10/13/2022,17551-0153,Domestic,United States,Pennsylvania,Biology: Computational and Integrative (PHD),Complete App,1177
1177,Male,White,25,12/28/2022,19107,International,United States,Pennsylvania,Biology: Computational and Integrative (PHD),Complete App,1178
1178,Female,White,26,1/20/2023,19123,Domestic,United States,Pennsylvania,Biology: Computational and Integrative (PHD),Complete App,1179
1179,Female,Hispanic or Latino,21,2/21/2023,19007-2708,Domestic,United States,Pennsylvania,Biology: Computational and Integrative (PHD),Complete App,1180
1180,Male,White,22,2/21/2023,19090-2632,Domestic,United States,Pennsylvania,Biology: Computational and Integrative (PHD),Complete App,1181
1181,Male,White,22,1/27/2023,15239-2506,Domestic,United States,Pennsylvania,Biology: Computational and Integrative (PHD),Withdrawn,1182
1182,Female,White,21,12/29/2022,18103-5815,Domestic,United States,Pennsylvania,Childhood Studies (MA),Started App,1183
1183,Female,White,24,6/11/2022,19335-3732,Domestic,United States,Pennsylvania,Childhood Studies (PHD),Submitted App,1184
1184,Male,Asian,30,2/8/2023,16502,International,United States,Pennsylvania,Computer Science: Scientific Computing (MS),Submitted App,1185
1185,Male,Asian,23,2/28/2023,19026,Domestic,United States,Pennsylvania,Computer Science: Scientific Computing (MS),Submitted App,1186
1186,Male,White,33,1/20/2023,19102-1516,International,United States,Pennsylvania,Computer Science: Scientific Computing (MS),Complete App,1187
1187,Female,White,66,4/11/2022,19128-1607,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Started App,1188
1188,Male,White,25,9/16/2022,19130,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Started App,1189
1189,Female,White,35,10/20/2022,19064-1732,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Started App,1190
1190,Female,Black or African American,23,12/15/2022,19143-2318,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Started App,1191
1191,Male,White,35,6/25/2022,19146-2931,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1192
1192,Female,Hispanic or Latino,22,7/6/2022,19148-3924,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1193
1193,Female,White,28,9/21/2022,19076-1401,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1194
1194,Male,Black or African American,32,9/26/2022,18109-2332,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1195
1195,Female,White,29,10/8/2022,18977-1156,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1196
1196,Female,White,24,10/25/2022,15208-2335,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1197
1197,Female,White,22,10/30/2022,18042-3151,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1198
1198,Male,Two or More,48,11/3/2022,19148-3924,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1199
1199,Female,None Listed,43,11/9/2022,19147,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1200
1200,Male,White,30,11/28/2022,19148-1913,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1201
1201,Male,White,22,11/28/2022,19130-3420,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1202
1202,Female,Asian,33,12/8/2022,19143-3347,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1203
1203,Female,White,21,12/9/2022,18229-9513,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1204
1204,Female,Asian,38,12/11/2022,19127-1707,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1205
1205,Female,White,22,12/13/2022,19152-2617,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1206
1206,Female,White,57,1/2/2023,19104-2528,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1207
1207,Female,White,22,1/10/2023,18505-2315,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1208
1208,Male,Black or African American,24,1/13/2023,19139-4018,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1209
1209,Female,White,23,1/16/2023,19508-8841,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1210
1210,Female,White,23,1/17/2023,19123-3324,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Complete App,1211
1211,Female,White,38,7/19/2022,19146-2027,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Admit-Coming,1212
1212,Male,Black or African American,21,1/17/2023,19124-1209,Domestic,United States,Pennsylvania,Criminal Justice (MA),Submitted App,1213
1213,Male,Black or African American,44,2/16/2023,19140-3025,Domestic,United States,Pennsylvania,English (MA),Started App,1214
1214,Female,White,21,3/10/2023,17240-9229,Domestic,United States,Pennsylvania,English (MA),Complete App,1215
1215,Male,White,22,1/16/2023,17019-9564,Domestic,United States,Pennsylvania,Forensic Science (MS),Submitted App,1216
1216,Female,White,24,12/10/2022,18951,Domestic,United States,Pennsylvania,"History (American, Global, Public) (MA)",Admit,1217
1217,Female,White,22,12/22/2022,19508-8857,Domestic,United States,Pennsylvania,"History (American, Global, Public) (MA)",Admit,1218
1218,Female,White,23,5/31/2022,19125-3449,Domestic,United States,Pennsylvania,"History (American, Global, Public) (MA)",Admit-Coming,1219
1219,Male,Black or African American,42,8/21/2022,19145-2017,Domestic,United States,Pennsylvania,Liberal Studies (MA),Started App,1220
1220,Female,Black or African American,57,12/28/2022,19027-0937,Domestic,United States,Pennsylvania,Prevention Science (PHD),Submitted App,1221
1221,Female,White,32,11/13/2022,19104-4493,Domestic,United States,Pennsylvania,Prevention Science (PHD),Alternative Admission,1222
1222,Female,White,22,7/27/2022,19446-4513,Domestic,United States,Pennsylvania,Psychology: Psychological Sciences (MA),Started App,1223
1223,Female,White,21,10/6/2022,18704-5108,Domestic,United States,Pennsylvania,Psychology: Psychological Sciences (MA),Started App,1224
1224,Male,Two or More,24,1/28/2023,18335,Domestic,United States,Pennsylvania,Psychology: Psychological Sciences (MA),Complete App,1225
1225,Female,White,22,2/27/2023,19454-1630,Domestic,United States,Pennsylvania,Psychology: Psychological Sciences (MA),Complete App,1226
1226,Male,Black or African American,52,4/30/2022,19123,Domestic,United States,Pennsylvania,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Admit-Coming,1227
1227,Male,White,28,9/16/2022,19103-1268,Domestic,United States,Pennsylvania,Public Administration - On Campus (MPA),Started App,1228
1228,Male,Black or African American,38,2/28/2023,19151,Domestic,United States,Pennsylvania,Public Administration - On Campus (MPA),Started App,1229
1229,Female,White,22,10/24/2022,15010-2553,Domestic,United States,Pennsylvania,Public Administration - On Campus (MPA),Admit,1230
1230,Female,White,29,9/19/2022,19128-3212,Domestic,United States,Pennsylvania,Public Administration - On Campus (MPA),Admit-Coming,1231
1231,Male,Black or African American,28,11/10/2022,19122,Domestic,United States,Pennsylvania,Public Administration - On Campus (MPA),Admit-Coming,1232
1232,Female,White,26,2/15/2023,19130,Domestic,United States,Pennsylvania,Public Affairs/Community Development (MS),Started App,1233
1233,Male,Black or African American,35,1/10/2023,19118,Domestic,United States,Pennsylvania,Public Affairs/Community Development (MS),Submitted App,1234
1234,Male,White,25,2/1/2023,19123-1610,Domestic,United States,Pennsylvania,Teacher Education (MAT),Started App,1235
1235,Female,White,22,10/18/2022,19104-4458,Domestic,United States,Pennsylvania,Teacher Education (MAT),Admit-Coming,1236
1236,Female,White,25,2/27/2023,29414-7545,Domestic,United States,South Carolina,Biology: Computational and Integrative (MS),Complete App,1237
1237,Female,White,25,2/23/2023,29414-7545,Domestic,United States,South Carolina,Chemistry (MS),Complete App,1238
1238,Female,White,24,2/22/2023,29707-0192,Domestic,United States,South Carolina,Prevention Science (MS),Complete App,1239
1239,Female,White,20,2/24/2023,29707-9621,Domestic,United States,South Carolina,Psychology: Psychological Sciences (MA),Complete App,1240
1240,Female,White,24,2/27/2023,29707-0192,Domestic,United States,South Carolina,Psychology: Psychological Sciences (MA),Complete App,1241
1241,Female,White,21,3/3/2023,29180-8752,Domestic,United States,South Carolina,Psychology: Psychological Sciences (MA),Complete App,1242
1242,Male,None Listed,27,9/13/2022,38449-3318,Domestic,United States,Tennessee,Creative Writing (MFA) Camden,Started App,1243
1243,Male,Black or African American,30,7/28/2022,37604,Domestic,United States,Tennessee,Creative Writing (MFA) Camden,Complete App,1244
1244,Female,White,24,12/23/2022,37203-2756,Domestic,United States,Tennessee,Creative Writing (MFA) Camden,Complete App,1245
1245,Female,White,29,1/17/2023,37912-4902,Domestic,United States,Tennessee,Creative Writing (MFA) Camden,Complete App,1246
1246,Male,White,23,1/29/2023,78258-7438,International,United States,Texas,Biology: Computational and Integrative (MS),Started App,1247
1247,Female,White,25,10/27/2022,78705-5384,Domestic,United States,Texas,Childhood Studies (PHD),Denied,1248
1248,Female,Hispanic or Latino,20,11/27/2022,76904-9303,Domestic,United States,Texas,Creative Writing (MFA) Camden,Complete App,1249
1249,Female,White,24,1/8/2023,79423,Domestic,United States,Texas,Creative Writing (MFA) Camden,Complete App,1250
1250,Male,White,28,1/13/2023,79424-2929,Domestic,United States,Texas,Creative Writing (MFA) Camden,Admit-Coming,1251
1251,Male,Hispanic or Latino,18,10/29/2022,77386-4917,Domestic,United States,Texas,Criminal Justice (MA),Submitted App,1252
1252,Female,Asian,21,9/27/2022,75039-3402,Domestic,United States,Texas,Data Science (MS),Started App,1253
1253,Male,Hispanic or Latino,24,9/9/2021,79932,Domestic,United States,Texas,English (MA),Complete App,1254
1254,Female,Hispanic or Latino,22,10/26/2022,75217-2834,Domestic,United States,Texas,Forensic Science (MS),Started App,1255
1255,Female,White,21,2/27/2023,75244-6724,Domestic,United States,Texas,Psychology: Psychological Sciences (MA),Complete App,1256
1256,Female,White,25,2/27/2023,76210-6923,Domestic,United States,Texas,Psychology: Psychological Sciences (MA),Complete App,1257
1257,Male,White,22,3/10/2023,84003-2429,Domestic,United States,Utah,Biology (MS),Complete App,1258
1258,Male,White,22,3/10/2023,84003-2429,Domestic,United States,Utah,Chemistry (MS),Complete App,1259
