index,Gender,Race,Age,Created Date,Mailing Zip/Postal Code,Domestic,Country,State,Program,Status,Index
537,Female,Black or African American,35,1/13/2023,200,International,Kenya,Kenya,Creative Writing (MFA) Camden,Complete App,538
538,Male,Black or African American,29,9/28/2022,40200,International,Kenya,Kenya,Data Science (MS),Admit-Coming,539
539,Male,Black or African American,26,10/11/2022,80100,International,Kenya,Mombasa,Forensic Science (MS),Admit-Coming,540
540,Female,Black or African American,38,2/27/2023,100,International,Kenya,Nairobi,Prevention Science (MS),Complete App,541
541,Female,Black or African American,38,2/27/2023,100,International,Kenya,Nairobi,Psychology: Psychological Sciences (MA),Complete App,542
542,Female,Black or African American,30,9/26/2022,200,International,Kenya,None Listed,Childhood Studies (MA),Submitted App,543
543,Female,Asian,31,10/12/2022,14101,International,"Korea, Republic of",Gyeonggi-do,Data Science (MS),Admit,544
544,Female,Asian,34,11/3/2021,3174,International,"Korea, Republic of",None Listed,Childhood Studies (PHD),Admit,545
545,Male,Asian,29,2/23/2023,,International,"Korea, Republic of",None Listed,Computer Science: Scientific Computing (MS),Started App,546
546,Female,Asian,30,9/15/2022,18033,International,"Korea, Republic of",None Listed,Data Science (MS),Complete App,547
547,Male,Asian,26,1/1/2023,46232,International,"Korea, Republic of",None Listed,Psychology: Psychological Sciences (MA),Complete App,548
548,Female,Asian,28,11/30/2022,22146,International,"Korea, Republic of",None Listed,Public Affairs/Community Development (PHD),Complete App,549
549,Female,White,23,3/10/2023,0,International,Lebanon,None Listed,Biology (MS),Complete App,550
550,Female,Black or African American,38,11/27/2022,,International,Malawi,None Listed,Prevention Science (MS),Complete App,551
551,Female,Asian,24,3/2/2023,64840,International,Mexico,Nuevo Leon,Psychology: Psychological Sciences (MA),Started App,552
552,Female,Asian,26,9/29/2022,16067,International,Mongolia,Ulaanbaatar,Data Science (MS),Started App,553
553,Female,None Listed,21,12/20/2022,30000,International,Morocco,Fès-Meknès,Data Science (MS),Submitted App,554
554,Male,Asian,24,2/4/2023,44600,International,Nepal,None Listed,Computer Science: Scientific Computing (MS),Complete App,555
555,Female,Asian,24,2/21/2023,44700,International,Nepal,Bagmati,Biology: Computational and Integrative (MS),Denied,556
556,Male,Asian,26,3/5/2023,44600,International,Nepal,Bagmati,Data Science (MS),Submitted App,557
557,Female,Asian,24,1/11/2023,44600,International,Nepal,Kathmandu,Data Science (MS),Started App,558
558,Female,Asian,25,2/21/2023,22412,International,Nepal,Lumbini,Biology: Computational and Integrative (PHD),Complete App,559
559,Female,Asian,26,2/7/2023,44600,International,Nepal,None Listed,Biology: Computational and Integrative (MS),Complete App,560
560,Female,Asian,32,2/21/2023,33700,International,Nepal,None Listed,Biology: Computational and Integrative (PHD),Complete App,561
561,Male,Asian,22,12/5/2022,33700,International,Nepal,None Listed,Data Science (MS),Admit-Coming,562
562,Female,White,27,6/23/2022,1096CJ,International,Netherlands,North Holland,Mathematical Sciences (MS),Admit-Not Coming,563
563,Male,Black or African American,25,2/21/2023,4401109,International,Nigeria,Abia,Biology: Computational and Integrative (PHD),Complete App,564
564,Female,Black or African American,22,12/29/2022,900107,International,Nigeria,Abuja,Computer Science: Scientific Computing (MS),Submitted App,565
565,Male,Black or African American,30,2/24/2023,900210,International,Nigeria,Abuja,Data Science (MS),Complete App,566
566,Female,Black or African American,25,7/19/2022,23401,International,Nigeria,Anambra,Forensic Science (MS),Admit-Coming,567
567,Female,Black or African American,36,11/2/2022,970001,International,Nigeria,Benue,Public Affairs/Community Development (PHD),Admit-Coming,568
568,Female,Black or African American,33,2/20/2023,970001,International,Nigeria,Benue,Teacher Education (MAT),Submitted App,569
569,Female,Black or African American,26,2/18/2023,320109,International,Nigeria,Delta,Prevention Science (PHD),Complete App,570
570,Male,Black or African American,44,2/27/2023,362001,International,Nigeria,Ekiti State,Criminal Justice (MA),Complete App,571
571,Female,Black or African American,24,11/16/2022,,International,Nigeria,Federal Capital Territory,Chemistry (MS),Started App,572
572,Female,Black or African American,29,1/14/2022,900110,International,Nigeria,Federal Capital Territory,Childhood Studies (PHD),Started App,573
573,Female,Black or African American,31,2/22/2023,900108,International,Nigeria,Federal Capital Territory,Data Science (MS),Started App,574
574,Male,Black or African American,31,11/19/2022,0,International,Nigeria,Federal Capital Territory,Creative Writing (MFA) Camden,Submitted App,575
575,Male,Black or African American,31,11/21/2022,0,International,Nigeria,Federal Capital Territory,English (MA),Started App,576
576,Male,Black or African American,28,2/23/2023,900110,International,Nigeria,Federal Capital Territory,Biology (MS),Complete App,577
577,Male,Black or African American,28,2/22/2023,900110,International,Nigeria,Federal Capital Territory,Prevention Science (MS),Complete App,578
578,Male,Black or African American,42,2/21/2023,460,International,Nigeria,Imo State,English (MA),Complete App,579
579,Female,Black or African American,25,2/21/2023,800263,International,Nigeria,Kaduna,Biology: Computational and Integrative (MS),Complete App,580
580,Male,Black or African American,40,11/5/2022,271101,International,Nigeria,Kogi,Prevention Science (PHD),Complete App,581
581,Male,Black or African American,29,8/22/2021,234,International,Nigeria,Kogi state,Computer Science: Scientific Computing (MS),Started App,582
582,Male,Black or African American,33,5/27/2022,P.O.Box 5376,International,Nigeria,Kwara,Public Affairs/Community Development (MS),Denied,583
583,Female,Black or African American,26,2/21/2023,100001,International,Nigeria,Lagos,Biology: Computational and Integrative (MS),Complete App,584
584,Male,Black or African American,30,2/21/2023,102101,International,Nigeria,Lagos,Biology: Computational and Integrative (MS),Complete App,585
585,Male,Black or African American,30,2/6/2023,100201,International,Nigeria,Lagos,Biology: Computational and Integrative (PHD),Complete App,586
586,Male,Black or African American,30,7/19/2022,100201,International,Nigeria,Lagos,Biology: Computational and Integrative (PHD),Alternative Admission,587
587,Male,Black or African American,39,7/28/2022,1000006,International,Nigeria,Lagos,Biology: Computational and Integrative (PHD),Alternative Admission,588
588,Male,Black or African American,42,3/8/2022,100275,International,Nigeria,Lagos,Biology: Computational and Integrative (PHD),Denied,589
589,Male,Black or African American,22,1/31/2023,100266,Domestic,Nigeria,Lagos,Biology (MS),Started App,590
590,Female,None Listed,30,8/16/2022,100001,International,Nigeria,Lagos,Biology (MS),Admit-Coming,591
591,Male,Black or African American,29,1/1/2023,,International,Nigeria,Lagos,Biology (MS),Withdrawn,592
592,Male,Black or African American,29,2/27/2023,,International,Nigeria,Lagos,Chemistry (MS),Complete App,593
593,Male,Black or African American,35,2/10/2023,2341,International,Nigeria,Lagos,Computer Science: Scientific Computing (MS),Submitted App,594
594,Female,Black or African American,34,1/18/2023,10001,International,Nigeria,Lagos,Creative Writing (MFA) Camden,Complete App,595
595,Female,Black or African American,27,2/13/2023,102106,International,Nigeria,Lagos,Data Science (MS),Started App,596
596,Female,Black or African American,28,12/17/2022,101232,International,Nigeria,Lagos,Data Science (MS),Submitted App,597
597,Male,Black or African American,22,12/21/2022,,International,Nigeria,Lagos,Data Science (MS),Complete App,598
598,Male,Black or African American,25,12/29/2022,101283,International,Nigeria,Lagos,Data Science (MS),Admit-Coming,599
599,Female,Black or African American,22,10/11/2022,100001,International,Nigeria,Lagos,English (MA),Submitted App,600
600,Female,Black or African American,28,2/24/2023,104214,International,Nigeria,Lagos,English (MA),Complete App,601
601,Male,Black or African American,36,11/20/2022,10001,International,Nigeria,Lagos,Mathematical Sciences (MS),Submitted App,602
602,Male,Black or African American,32,2/22/2023,100242,International,Nigeria,Lagos,Prevention Science (PHD),Complete App,603
603,Male,Black or African American,50,11/10/2022,102105,International,Nigeria,Lagos,Public Administration - On Campus (MPA),Admit-Coming,604
604,Male,Black or African American,28,11/17/2022,100211,International,Nigeria,Lagos,Creative Writing (MFA) Camden,Complete App,605
605,Female,Black or African American,27,2/21/2023,961105,International,Nigeria,Nasarawa,Biology: Computational and Integrative (MS),Complete App,606
606,Female,Black or African American,24,2/21/2023,111105,International,Nigeria,Ogun,Biology: Computational and Integrative (PHD),Complete App,607
607,Male,Black or African American,32,7/4/2022,234,International,Nigeria,Ogun,Biology: Computational and Integrative (MS),Started App,608
608,Male,Black or African American,23,11/8/2022,112107,International,Nigeria,Ogun,Public Administration - On Campus (MPA),Started App,609
609,Female,Black or African American,29,3/2/2023,,International,Nigeria,Ogun,Public Affairs/Community Development (PHD),Complete App,610
610,Male,Black or African American,27,1/28/2023,342111,International,Nigeria,Ondo,Biology: Computational and Integrative (PHD),Denied,611
611,Male,Black or African American,23,3/10/2022,220222,International,Nigeria,Osun,Biology: Computational and Integrative (PHD),Started App,612
612,Female,Black or African American,34,1/9/2023,220212,International,Nigeria,Osun,Childhood Studies (MA),Admit-Coming,613
613,Male,Black or African American,24,12/8/2022,P.O box 17930,International,Nigeria,Oyo,Childhood Studies (MA),Admit-Coming,614
614,Male,None Listed,28,7/19/2022,200284,International,Nigeria,Oyo,Childhood Studies (PHD),Admit-Coming,615
615,Male,Black or African American,25,12/27/2022,200284,International,Nigeria,Oyo,Data Science (MS),Started App,616
616,Male,Black or African American,32,2/13/2023,211105,International,Nigeria,Oyo,Public Administration - On Campus (MPA),Started App,617
617,Male,Black or African American,26,2/21/2023,200284,International,Nigeria,Oyo,Biology: Computational and Integrative (MS),Complete App,618
618,Male,Black or African American,27,2/21/2023,200222,International,Nigeria,Oyo,Biology: Computational and Integrative (PHD),Complete App,619
619,Male,Black or African American,35,5/31/2022,234,International,Nigeria,Plateau,Prevention Science (PHD),Complete App,620
620,Female,Black or African American,34,2/21/2023,500242,International,Nigeria,Rivers,Biology: Computational and Integrative (MS),Complete App,621
621,Male,Black or African American,20,1/10/2023,500272,International,Nigeria,Rivers,Chemistry (MS),Admit-Coming,622
622,Female,Black or African American,29,2/11/2023,500102,International,Nigeria,Rivers,Computer Science: Scientific Computing (MS),Submitted App,623
623,Female,None Listed,44,11/1/2021,234,International,Nigeria,Rivers,Creative Writing (MFA) Camden,Started App,624
624,Male,Black or African American,34,9/12/2022,800242/234,International,Nigeria,None Listed,Psychology: Psychological Sciences (MA),Admit-Coming,625
625,Male,Black or African American,26,11/8/2022,,International,Nigeria,None Listed,Chemistry (MS),Complete App,626
626,Male,Black or African American,42,2/20/2023,970101,International,Nigeria,None Listed,English (MA),Complete App,627
627,Male,Black or African American,37,10/13/2022,7050,International,Norway,None Listed,Childhood Studies (PHD),Denied,628
628,Male,Asian,25,1/29/2023,46500,International,Pakistan,Islamabad,Data Science (MS),Submitted App,629
629,Male,Asian,23,2/27/2023,57000,International,Pakistan,Punjab,Biology: Computational and Integrative (MS),Complete App,630
630,Female,Asian,23,7/23/2022,60000,International,Pakistan,Punjab,Creative Writing (MFA) Camden,Started App,631
631,Female,Asian,30,1/8/2023,54810,International,Pakistan,Punjab,Creative Writing (MFA) Camden,Started App,632
632,Male,Asian,32,12/27/2022,35400,International,Pakistan,Punjab,Criminal Justice (MA),Submitted App,633
633,Female,Asian,37,3/10/2023,54000,Domestic,Pakistan,Punjab,English (MA),Complete App,634
634,Male,Asian,24,11/26/2022,72500,International,Pakistan,Sindh,Computer Science: Scientific Computing (MS),Started App,635
635,Male,Asian,23,12/24/2022,75780,International,Pakistan,Sindh,Computer Science: Scientific Computing (MS),Submitted App,636
636,Female,Asian,31,1/9/2023,75230,International,Pakistan,Sindh,Creative Writing (MFA) Camden,Submitted App,637
637,Male,Asian,24,12/5/2022,74400,International,Pakistan,Sindh,Data Science (MS),Submitted App,638
638,Male,Asian,25,2/23/2023,68210,International,Pakistan,Sindh,Data Science (MS),Submitted App,639
639,Female,Asian,25,2/11/2023,75500,International,Pakistan,Sindh,Data Science (MS),Complete App,640
640,Female,Asian,28,11/3/2022,1503,International,Philippines,Metro Manila,Childhood Studies (PHD),Admit-Coming,641
641,Female,Asian,21,3/7/2023,1552,International,Philippines,National Capital Region,Liberal Studies (MA),Started App,642
642,Female,Asian,57,8/22/2022,4400,International,Philippines,None Listed,Public Affairs/Community Development (PHD),Denied,643
643,Male,Two or More,21,2/21/2023,971,Domestic,Puerto Rico,Puerto Rico,Biology: Computational and Integrative (PHD),Submitted App,644
644,Female,Black or African American,28,3/1/2023,0,International,Qatar,Doha,Prevention Science (PHD),Complete App,645
645,Female,Asian,24,2/3/2023,,International,Qatar,None Listed,Business and Science - Computer and Information Sciences (MBS) Camden,Started App,646
646,Male,Asian,21,2/22/2023,,International,Qatar,None Listed,Data Science (MS),Complete App,647
647,Female,White,22,9/1/2022,35331,International,Qatar,None Listed,Psychology: Psychological Sciences (MA),Complete App,648
648,Female,White,36,3/15/2022,77452,International,Saudi Arabia,None Listed,Biology: Computational and Integrative (MS),Denied,649
649,Male,White,33,12/4/2022,25867,International,Saudi Arabia,Makkah,Criminal Justice (MA),Admit-Coming,650
650,Female,White,38,6/21/2022,673367,International,Saudi Arabia,Riyadh,Biology: Computational and Integrative (MS),Denied,651
651,Female,Asian,38,2/8/2022,14254,International,Saudi Arabia,None Listed,Childhood Studies (PHD),Denied,652
652,Male,Asian,25,11/19/2022,,International,Saudi Arabia,None Listed,Criminal Justice (MA),Admit-Coming,653
653,Female,White,27,12/8/2022,26331,Domestic,Saudi Arabia,None Listed,Data Science (MS),Denied,654
654,Female,Black or African American,28,10/7/2022,232,International,Sierra Leone,Freetown/Western,Computer Science: Scientific Computing (MS),Submitted App,655
655,Female,Black or African American,28,2/23/2023,232,International,Sierra Leone,Freetown/Western,Data Science (MS),Submitted App,656
656,Female,Black or African American,30,2/21/2023,7943,International,South Africa,Capetown,Biology: Computational and Integrative (PHD),Complete App,657
657,Female,Asian,26,2/21/2023,20400,International,Sri Lanka,Central,Biology: Computational and Integrative (MS),Complete App,658
658,Male,Asian,28,2/21/2023,20620,International,Sri Lanka,Central,Biology: Computational and Integrative (PHD),Complete App,659
659,Male,Asian,30,10/24/2022,20800,International,Sri Lanka,Centrel,Computer Science: Scientific Computing (MS),Submitted App,660
660,Female,Asian,27,2/21/2023,600,International,Sri Lanka,Western,Biology: Computational and Integrative (MS),Complete App,661
661,Female,Asian,25,2/21/2023,10118,International,Sri Lanka,None Listed,Biology: Computational and Integrative (MS),Complete App,662
662,Female,White,18,10/31/2022,29638,International,Sweden,None Listed,Psychology: Psychological Sciences (MA),Submitted App,663
663,Male,Asian,30,2/21/2023,221,International,"Taiwan, Province Of China",New Taipei City,Biology: Computational and Integrative (MS),Complete App,664
664,Female,Asian,49,11/30/2022,110022,International,"Taiwan, Province Of China",Taiwan (R.O.C.),Public Affairs/Community Development (PHD),Denied,665
665,Female,Asian,24,1/10/2023,,International,"Taiwan, Province Of China",None Listed,Computer Science: Scientific Computing (MS),Started App,666
666,Male,Asian,30,2/27/2023,116,International,"Taiwan, Province Of China",None Listed,English (MA),Complete App,667
667,Male,Black or African American,41,3/8/2023,255,International,"Tanzania, United Republic of",None Listed,English (MA),Complete App,668
668,Male,White,28,3/1/2023,6990,International,Turkey,Ankara,Public Affairs/Community Development (MS),Complete App,669
669,Male,White,24,1/14/2023,34320,International,Turkey,AVCILAR,Public Administration - On Campus (MPA),Started App,670
670,Male,None Listed,32,3/1/2023,34710,International,Turkey,Istanbul,Public Affairs/Community Development (PHD),Complete App,671
671,Male,White,35,12/20/2022,10304,International,Turkey,None Listed,Creative Writing (MFA) Camden,Complete App,672
672,Female,Asian,22,3/10/2023,,International,United Arab Emirates,Abu Dhabi,Biology (MS),Complete App,673
673,Male,Black or African American,40,4/26/2022,HU9 2RR,International,United Kingdom,Kingston Upon Hull,Public Affairs/Community Development (MS),Denied,674
674,Male,Black or African American,40,9/21/2022,HU9 2RR,International,United Kingdom,Kingston Upon Hull,Public Affairs/Community Development (MS),Denied,675
675,Male,Asian,20,8/19/2022,LE47SB,International,United Kingdom,Leicester,Business and Science - Computer and Information Sciences (MBS) Camden,Started App,676
676,Female,Black or African American,27,2/21/2023,LN5 7JZ,International,United Kingdom,Lincolnshire,Biology: Computational and Integrative (PHD),Complete App,677
677,Female,Asian,21,2/21/2023,OX2 6HS,International,United Kingdom,United Kingdom,Biology: Computational and Integrative (MS),Complete App,678
678,Male,White,29,11/3/2022,E34FU,International,United Kingdom,None Listed,Creative Writing (MFA) Camden,Started App,679
679,Male,None Listed,21,3/1/2023,SW6 3ND,International,United Kingdom,None Listed,Mathematical Sciences (MS),Admit,680
680,Male,Asian,30,1/26/2023,36830,International,United States,Alabama,Biology: Computational and Integrative (PHD),Complete App,681
681,Female,Black or African American,30,1/11/2022,35209,International,United States,Alabama,Childhood Studies (PHD),Denied,682
682,Female,White,22,12/19/2022,35404-5181,Domestic,United States,Alabama,Psychology: Psychological Sciences (MA),Started App,683
683,Male,White,32,12/2/2022,36535-2539,Domestic,United States,Alabama,Public Administration - On Campus (MPA),Submitted App,684
684,Male,Black or African American,24,8/30/2022,35210-2640,Domestic,United States,Alabama,Public Affairs/Community Development (PHD),Alternative Admission,685
685,Female,None Listed,25,10/26/2022,85326-8169,Domestic,United States,Arizona,Biology: Computational and Integrative (MS),Started App,686
686,Male,Two or More,29,11/30/2022,85051-7307,Domestic,United States,Arizona,Creative Writing (MFA) Camden,Complete App,687
687,Male,White,27,2/22/2023,85715,Domestic,United States,Arizona,Prevention Science (PHD),Complete App,688
688,Male,White,27,2/24/2023,85715,Domestic,United States,Arizona,Psychology: Psychological Sciences (MA),Complete App,689
689,Female,Black or African American,30,1/3/2023,85015-4049,International,United States,Arizona,Public Affairs/Community Development (PHD),Admit,690
690,Female,None Listed,28,1/3/2023,72223-2472,Domestic,United States,Arkansas,Creative Writing (MFA) Camden,Admit,691
691,Male,White,22,12/19/2022,95449,Domestic,United States,California,Data Science (MS),Started App,692
692,Male,Two or More,21,2/13/2023,95051-1104,Domestic,United States,California,Chemistry (MS),Submitted App,693
693,Female,White,21,12/28/2022,91387-2117,Domestic,United States,California,Childhood Studies (MA),Started App,694
694,Female,Two or More,25,12/11/2022,94703-2427,Domestic,United States,California,Childhood Studies (PHD),Alternative Admission,695
695,Female,Two or More,27,12/29/2022,92056-2533,Domestic,United States,California,Creative Writing (MFA) Camden,Started App,696
696,Female,White,26,9/15/2022,94109,Domestic,United States,California,Creative Writing (MFA) Camden,Complete App,697
697,Female,Two or More,22,10/27/2022,92708-1040,Domestic,United States,California,Creative Writing (MFA) Camden,Complete App,698
698,Male,White,26,10/28/2022,94704-2324,Domestic,United States,California,Creative Writing (MFA) Camden,Complete App,699
699,Male,White,27,11/12/2022,94132-1234,Domestic,United States,California,Creative Writing (MFA) Camden,Complete App,700
700,Female,Asian,24,11/16/2022,95616-3765,Domestic,United States,California,Creative Writing (MFA) Camden,Complete App,701
701,Female,White,32,12/13/2022,53706-1551,Domestic,United States,California,Creative Writing (MFA) Camden,Complete App,702
702,Male,White,37,12/15/2022,90027-2834,Domestic,United States,California,Creative Writing (MFA) Camden,Complete App,703
703,Female,White,21,1/21/2023,92122-2335,Domestic,United States,California,Data Science (MS),Started App,704
704,Female,Black or African American,28,10/1/2022,8873,International,United States,California,Data Science (MS),Complete App,705
705,Male,Asian,26,12/9/2022,94107-3218,International,United States,California,Data Science (MS),Admit,706
706,Male,Asian,21,1/3/2023,94568-7646,Domestic,United States,California,Data Science (MS),Admit,707
707,Female,Two or More,22,12/9/2022,91745-6514,Domestic,United States,California,English (MA),Complete App,708
708,Male,White,22,2/27/2023,95746-9697,Domestic,United States,California,English (MA),Complete App,709
709,Female,White,25,2/10/2023,91941-6335,Domestic,United States,California,Forensic Science (MS),Complete App,710
710,Male,Asian,25,2/23/2023,94608-2716,International,United States,California,Forensic Science (MS),Complete App,711
711,Male,White,66,2/7/2023,94010-5708,Domestic,United States,California,Liberal Studies (MA),Admit,712
712,Male,None Listed,22,2/16/2023,92505-3660,International,United States,California,Psychology: Psychological Sciences (MA),Started App,713
713,Female,Asian,23,2/24/2023,95050-4024,Domestic,United States,California,Psychology: Psychological Sciences (MA),Complete App,714
714,Female,Asian,24,2/27/2023,94536-1619,Domestic,United States,California,Psychology: Psychological Sciences (MA),Complete App,715
715,Female,White,21,2/27/2023,90041-3314,Domestic,United States,California,Psychology: Psychological Sciences (MA),Complete App,716
716,Female,White,25,3/1/2023,94610,Domestic,United States,California,Public Affairs/Community Development (MS),Complete App,717
717,Male,Asian,23,3/8/2022,95356-8932,Domestic,United States,California,Public Affairs/Community Development (MS),Denied,718
718,Male,White,28,3/10/2023,80123-1023,Domestic,United States,Colorado,Biology (MS),Complete App,719
719,Female,White,25,3/9/2023,80206,Domestic,United States,Colorado,Prevention Science (PHD),Complete App,720
720,Female,White,26,11/28/2022,80222-3951,Domestic,United States,Colorado,Public Administration - On Campus (MPA),Admit,721
721,Female,Asian,24,10/2/2022,06516-2802,International,United States,Connecticut,Biology (MS),Admit,722
722,Female,White,27,12/10/2022,06010-6813,Domestic,United States,Connecticut,Creative Writing (MFA) Camden,Started App,723
723,Male,Black or African American,23,12/31/2022,06096-2361,Domestic,United States,Connecticut,Data Science (MS),Submitted App,724
724,Female,White,24,4/17/2022,6610,Domestic,United States,Connecticut,English (MA),Started App,725
725,Male,None Listed,22,3/1/2023,06614-2026,Domestic,United States,Connecticut,"History (American, Global, Public) (MA)",Admit,726
726,Male,White,21,2/13/2023,06111-3707,Domestic,United States,Connecticut,Mathematical Sciences (MS),Admit,727
727,Female,Asian,24,2/7/2023,06516-4323,Domestic,United States,Connecticut,Psychology: Psychological Sciences (MA),Started App,728
728,Male,Hispanic or Latino,21,10/10/2022,6517,Domestic,United States,Connecticut,Psychology: Psychological Sciences (MA),Complete App,729
729,Female,White,21,2/27/2023,6902,Domestic,United States,Connecticut,Psychology: Psychological Sciences (MA),Complete App,730
730,Male,Asian,30,1/26/2023,19711-4405,International,United States,Delaware,Biology (MS),Denied,731
731,Male,Black or African American,26,10/8/2022,19806-1345,Domestic,United States,Delaware,Creative Writing (MFA) Camden,Complete App,732
732,Female,Black or African American,21,3/5/2023,19810,Domestic,United States,Delaware,Psychology: Psychological Sciences (MA),Started App,733
733,Female,None Listed,26,12/13/2021,20036-3363,International,United States,District Of Columbia,Creative Writing (MFA) Camden,Denied,734
734,Female,White,22,2/24/2023,20037,Domestic,United States,District of Columbia,Psychology: Psychological Sciences (MA),Complete App,735
735,Female,Asian,32,1/28/2023,20017-2514,Domestic,United States,District of Columbia,Public Administration - On Campus (MPA),Started App,736
736,Female,Asian,35,2/23/2023,33637-1118,Domestic,United States,Florida,Chemistry (MS),Complete App,737
737,Female,White,23,10/17/2022,33158-1064,Domestic,United States,Florida,Creative Writing (MFA) Camden,Complete App,738
738,Male,White,22,12/7/2022,32601-2846,Domestic,United States,Florida,Creative Writing (MFA) Camden,Complete App,739
739,Female,White,21,1/5/2023,32304-3118,Domestic,United States,Florida,Creative Writing (MFA) Camden,Admit,740
740,Male,Black or African American,25,3/29/2022,34711-4634,Domestic,United States,Florida,Creative Writing (MFA) Camden,Withdrawn,741
741,Female,Asian,22,12/15/2022,32601-6223,International,United States,Florida,Data Science (MS),Started App,742
742,Female,White,21,1/5/2023,33414-6439,Domestic,United States,Florida,English (MA),Complete App,743
743,Male,White,20,11/18/2022,32835-2668,Domestic,United States,Florida,"History (American, Global, Public) (MA)",Admit,744
744,Female,White,31,2/1/2023,33180-2522,Domestic,United States,Florida,Liberal Studies (MA),Admit,745
745,Female,White,22,12/3/2022,32817-5728,Domestic,United States,Florida,Psychology: Psychological Sciences (MA),Started App,746
746,Female,Black or African American,21,2/27/2023,33431,International,United States,Florida,Psychology: Psychological Sciences (MA),Complete App,747
747,Female,White,21,2/27/2023,32819-4304,Domestic,United States,Florida,Psychology: Psychological Sciences (MA),Complete App,748
748,Female,Asian,21,11/21/2022,30041-1628,International,United States,Georgia,Biology: Computational and Integrative (MS),Started App,749
749,Female,Two or More,22,12/14/2022,30120-3028,Domestic,United States,Georgia,Creative Writing (MFA) Camden,Complete App,750
750,Male,White,30,3/2/2023,96789,Domestic,United States,Hawaii,"History (American, Global, Public) (MA)",Admit,751
751,Female,White,29,12/5/2022,60614,International,United States,Illinois,Childhood Studies (PHD),Admit,752
752,Male,Asian,28,2/27/2023,60609-3430,International,United States,Illinois,Computer Science: Scientific Computing (MS),Submitted App,753
753,Female,White,27,12/22/2022,60077-2167,International,United States,Illinois,Creative Writing (MFA) Camden,Started App,754
754,Female,White,26,12/3/2022,62901-5151,Domestic,United States,Illinois,Creative Writing (MFA) Camden,Complete App,755
755,Male,White,20,12/10/2022,60073-3213,Domestic,United States,Illinois,Creative Writing (MFA) Camden,Complete App,756
756,Female,Black or African American,39,1/15/2023,61701-2139,International,United States,Illinois,Creative Writing (MFA) Camden,Complete App,757
757,Female,Hispanic or Latino,24,1/18/2023,60487-2138,Domestic,United States,Illinois,Creative Writing (MFA) Camden,Complete App,758
758,Female,Black or African American,21,2/22/2023,60805-1251,Domestic,United States,Illinois,Prevention Science (PHD),Complete App,759
759,Male,Black or African American,22,2/17/2023,60651,Domestic,United States,Illinois,Psychology: Psychological Sciences (MA),Complete App,760
760,Female,White,22,2/24/2023,60201-7802,Domestic,United States,Illinois,Psychology: Psychological Sciences (MA),Complete App,761
761,Male,White,27,11/27/2022,60625-8109,Domestic,United States,Illinois,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Started App,762
762,Male,Black or African American,24,2/21/2023,47374-4021,International,United States,Indiana,Biology: Computational and Integrative (MS),Complete App,763
763,Female,None Listed,36,12/17/2022,47368-9599,Domestic,United States,Indiana,Creative Writing (MFA) Camden,Complete App,764
764,Female,Two or More,23,2/22/2023,46038-1721,Domestic,United States,Indiana,Prevention Science (MS),Complete App,765
765,Female,Asian,21,2/22/2023,47401-3614,Domestic,United States,Indiana,Prevention Science (PHD),Complete App,766
766,Female,White,22,1/23/2023,47250-7204,Domestic,United States,Indiana,Psychology: Psychological Sciences (MA),Started App,767
767,Female,Black or African American,23,1/6/2023,46814-8897,Domestic,United States,Indiana,Psychology: Psychological Sciences (MA),Complete App,768
768,Female,White,21,2/24/2023,47807,International,United States,Indiana,Psychology: Psychological Sciences (MA),Complete App,769
769,Female,Asian,21,2/27/2023,47401-3614,Domestic,United States,Indiana,Psychology: Psychological Sciences (MA),Complete App,770
770,Female,White,22,1/15/2023,51445-1739,Domestic,United States,Iowa,Creative Writing (MFA) Camden,Complete App,771
771,Male,Asian,26,1/12/2023,66049-3605,Domestic,United States,Kansas,Data Science (MS),Admit-Coming,772
772,Male,White,37,1/20/2023,40217-2128,Domestic,United States,Kentucky,Creative Writing (MFA) Camden,Complete App,773
773,Female,White,22,12/30/2022,40515-1617,Domestic,United States,Kentucky,Public Administration - On Campus (MPA),Started App,774
774,Female,White,26,1/2/2023,70119-4041,Domestic,United States,Louisiana,Creative Writing (MFA) Camden,Started App,775
775,Male,White,24,2/27/2023,70815,Domestic,United States,Louisiana,Psychology: Psychological Sciences (MA),Complete App,776
776,Female,White,22,2/21/2023,21771-5212,Domestic,United States,Maryland,Biology: Computational and Integrative (MS),Complete App,777
777,Male,White,24,7/29/2022,20814-4138,Domestic,United States,Maryland,Biology: Computational and Integrative (PHD),Started App,778
778,Female,Asian,24,2/3/2023,20852-2232,Domestic,United States,Maryland,Biology: Computational and Integrative (PHD),Started App,779
779,Female,White,36,10/3/2022,20740-2834,Domestic,United States,Maryland,Childhood Studies (PHD),Denied,780
780,Male,None Listed,30,11/12/2022,21133-1519,Domestic,United States,Maryland,Creative Writing (MFA) Camden,Complete App,781
781,Male,Two or More,29,12/21/2022,20622-3715,Domestic,United States,Maryland,Creative Writing (MFA) Camden,Admit,782
782,Female,White,23,1/6/2023,21060,Domestic,United States,Maryland,"History (American, Global, Public) (MA)",Started App,783
783,Female,White,22,3/1/2023,21610-9719,Domestic,United States,Maryland,"History (American, Global, Public) (MA)",Admit,784
784,Female,White,41,2/27/2023,21210-2575,Domestic,United States,Maryland,Psychology: Psychological Sciences (MA),Complete App,785
785,Female,White,22,2/27/2023,21012-1503,Domestic,United States,Maryland,Psychology: Psychological Sciences (MA),Complete App,786
