City,State,Lat,Long,Country,Date Started App,Date Submitted App,Program,Status
Hyderabad,Telangana,17.385,78.4867,India,44930,44932,Computer Science: Scientific Computing (MS),Complete App
Hyderabad,Telangana,17.385,78.4867,India,44886,44903,Computer Science: Scientific Computing (MS),Complete App
Hyderabad,Telangana,17.385,78.4867,India,44868,44913,Computer Science: Scientific Computing (MS),Complete App
Hyderabad,Telangana,17.385,78.4867,India,44879,44958,Computer Science: Scientific Computing (MS),Complete App
Hyderabad,Telangana,17.385,78.4867,India,44951,44953,Computer Science: Scientific Computing (MS),Admit
Hyderabad,Telangana,17.385,78.4867,India,44988,44988,Computer Science: Scientific Computing (MS),Admit
Hyderabad,Telangana,17.385,78.4867,India,44938,44943,Computer Science: Scientific Computing (MS),Admit-Coming
Hyderabad,Telangana,17.385,78.4867,India,44563,44570,Computer Science: Scientific Computing (MS),Admit-Coming
Hyderabad,Telangana,17.385,78.4867,India,44983,44987,Computer Science: Scientific Computing (MS),Admit-Coming
Hyderabad,Telangana,17.385,78.4867,India,44924,44924,Computer Science: Scientific Computing (MS),Withdrawn
Hyderabad,Telangana,17.385,78.4867,India,44955,44956,Computer Science: Scientific Computing (MS),Denied
Hyderabad,Telangana,17.385,78.4867,India,44964,44966,Computer Science: Scientific Computing (MS),Denied
Hyderabad,Telangana,17.385,78.4867,India,44866,,Data Science (MS),Started App
Hyderabad,Telangana,17.385,78.4867,India,44904,,Data Science (MS),Started App
Hyderabad,Telangana,17.385,78.4867,India,44911,,Data Science (MS),Started App
Hyderabad,Telangana,17.385,78.4867,India,44915,,Data Science (MS),Started App
Hyderabad,Telangana,17.385,78.4867,India,44922,,Data Science (MS),Started App
Hyderabad,Telangana,17.385,78.4867,India,45012,,Data Science (MS),Started App
Hyderabad,Telangana,17.385,78.4867,India,45019,45019,Data Science (MS),Submitted App
Hyderabad,Telangana,17.385,78.4867,India,44909,44909,Data Science (MS),Submitted App
Hyderabad,Telangana,17.385,78.4867,India,44910,44912,Data Science (MS),Submitted App
Hyderabad,Telangana,17.385,78.4867,India,44914,44914,Data Science (MS),Submitted App
Hyderabad,Telangana,17.385,78.4867,India,44943,44943,Data Science (MS),Submitted App
Hyderabad,Telangana,17.385,78.4867,India,44972,44972,Data Science (MS),Submitted App
Hyderabad,Telangana,17.385,78.4867,India,44999,44999,Data Science (MS),Submitted App
Hyderabad,Telangana,17.385,78.4867,India,44840,44840,Data Science (MS),Admit
Hyderabad,Telangana,17.385,78.4867,India,44928,44931,Data Science (MS),Admit
Hyderabad,Telangana,17.385,78.4867,India,44909,44909,Data Science (MS),Admit-Coming
Hyderabad,Telangana,17.385,78.4867,India,44919,44929,Data Science (MS),Admit-Coming
Hyderabad,Telangana,17.385,78.4867,India,44924,44941,Data Science (MS),Admit-Coming
Hyderabad,Telangana,17.385,78.4867,India,44888,44946,Data Science (MS),Denied
Hyderabad,Telangana,17.385,78.4867,India,44895,44895,Data Science (MS),Denied
Hyderabad,Telangana,17.385,78.4867,India,44912,44912,Data Science (MS),Denied
Hyderabad,Telangana,17.385,78.4867,India,44917,44957,Data Science (MS),Denied
Hyderabad,Telangana,17.385,78.4867,India,44944,44944,Data Science (MS),Denied
Hyderabad,Telangana,17.385,78.4867,India,44947,44947,Data Science (MS),Denied
Hyderabad,Telangana,17.385,78.4867,India,44947,44947,Data Science (MS),Denied
Hyderabad,Telangana,17.385,78.4867,India,44971,44971,Data Science (MS),Denied
Hyderabad,Telangana,17.385,78.4867,India,44971,44973,Data Science (MS),Denied
Hyderabad,Telangana,17.385,78.4867,India,44947,44978,Mathematical Sciences (MS),Admit
Hyderabad,Telangana,17.385,78.4867,India,45029,45029,Psychology: Psychological Sciences (MA),Complete App
Hyderabad,Telangana,17.385,78.4867,India,44910,44910,Computer Science: Scientific Computing (MS),Submitted App
Ibadan,Oyo State,7.3964,3.9167,Nigeria,44813,44881,Biology: Computational and Integrative (MS),Denied
Ibadan,Oyo State,7.3964,3.9167,Nigeria,44850,44895,Biology: Computational and Integrative (PHD),Denied
Ibadan,Oyo,7.3964,3.9167,Nigeria,44566,44721,Childhood Studies (MA),Admit-Coming
Ibadan,Oyo,7.3964,3.9167,Nigeria,44526,44564,Childhood Studies (PHD),Admit-Coming
Ibadan,Oyo,7.3964,3.9167,Nigeria,44922,,Data Science (MS),Started App
Ida Grove,Iowa,42.3439,-95.4733,United States,44941,44941,Creative Writing (MFA) Camden,Denied
Idah,Kogi,7.0833,6.75,Nigeria,44870,44871,Prevention Science (PHD),Denied
Ile-Ife,Osun,7.4667,4.5667,Nigeria,44630,,Biology: Computational and Integrative (PHD),Started App
Ile-Ife,Osun,7.4667,4.5667,Nigeria,44542,44545,Childhood Studies (MA),Admit-Coming
Ilorin,Kwara,8.5,4.55,Nigeria,44550,44576,Public Affairs/Community Development (MS),Denied
Incheon,,37.4833,126.6333,South Korea,44895,44936,Public Affairs/Community Development (PHD),Complete App
Indian Land,South Carolina,35.001815,-80.855629,#N/A,44893,44896,Prevention Science (MS),Denied
Indian Land,South Carolina,35.001815,-80.855629,#N/A,44773,44817,Psychology: Psychological Sciences (MA),Complete App
Indian Land,South Carolina,35.001815,-80.855629,#N/A,44893,44896,Psychology: Psychological Sciences (MA),Admit-Coming
Indianapolis,Indiana,39.7771,-86.1458,United States,44870,44895,Psychology: Psychological Sciences (MA),Complete App
Indore,,22.7167,75.8472,India,44889,44929,Computer Science: Scientific Computing (MS),Complete App
Indore,Madhya Pradesh,22.7167,75.8472,India,44901,44907,Computer Science: Scientific Computing (MS),Complete App
Indore,Madhya Pradesh,22.7167,75.8472,India,44865,44878,Computer Science: Scientific Computing (MS),Complete App
Indore,Madhya Pradesh,22.7167,75.8472,India,44951,44956,Data Science (MS),Denied
Irondale,Alabama,33.5439,-86.6606,United States,44803,44890,Public Affairs/Community Development (PHD),Alternative Admission
Irving,Texas,32.8583,-96.9702,United States,44831,,Data Science (MS),Started App
Irving,Texas,32.8583,-96.9702,United States,45030,45030,Data Science (MS),Submitted App
Irvington,New Jersey,41.0349,-73.866,United States,44941,,Childhood Studies (MA),Started App
Irvington,New Jersey,41.0349,-73.866,United States,44892,,Computer Science: Scientific Computing (MS),Started App
Irvington,New Jersey,41.0349,-73.866,United States,44900,44940,Creative Writing (MFA) Camden,Waitlisted
Isfahan,Isfahan,32.654627,51.667983,Iran,44965,44965,Biology: Computational and Integrative (MS),Complete App
Isfahan,Isfahan,32.654627,51.667983,Iran,44965,44965,Chemistry (MS),Complete App
Isfahan,Isfahan,32.654627,51.667983,Iran,44968,44986,Psychology: Psychological Sciences (MA),Complete App
Isfahan,Isfahan,32.654627,51.667983,Iran,44898,44901,Public Affairs/Community Development (MS),Complete App
Islamabad,Islamabad,33.6931,73.0639,Pakistan,44952,44958,Computer Science: Scientific Computing (MS),Complete App
Islamabad,Islamabad,33.6931,73.0639,Pakistan,44955,44955,Data Science (MS),Submitted App
Istanbul,AVCILAR,41.0136,28.955,Turkey,44940,,Public Administration - On Campus (MPA),Started App
Ithaca,New York,42.4442,-76.5032,United States,44994,,Biology (MS),Started App
Jaipur,Rajasthan,26.9,75.8,India,44956,44956,Computer Science: Scientific Computing (MS),Complete App
Jaipur,Rajasthan,26.9,75.8,India,44930,44933,Computer Science: Scientific Computing (MS),Complete App
Jaipur,Rajasthan,26.9,75.8,India,44818,44873,Computer Science: Scientific Computing (MS),Denied
Jaipur,Rajasthan,26.9,75.8,India,44930,,Data Science (MS),Started App
Jaipur,Rajasthan,26.9,75.8,India,44958,,Data Science (MS),Started App
Jaipur,Rajasthan,26.9,75.8,India,44914,44923,Data Science (MS),Admit
Jaipur,Rajasthan,26.9,75.8,India,44916,44947,Data Science (MS),Admit-Coming
Jalandhar,Punjab India,31.2569,75.4432,India,44883,,Computer Science: Scientific Computing (MS),Started App
Jamaica,New York,41.8454,-94.307,United States,44873,44895,Psychology: Psychological Sciences (MA),Complete App
Jeddah,,21.5433,39.1728,Saudi Arabia,44895,44895,Biology (MS),Complete App
Jeddah,Makkah,21.5433,39.1728,Saudi Arabia,45015,45015,Data Science (MS),Submitted App
Jersey City,New Jersey,40.7184,-74.0686,United States,45035,45040,Data Science (MS),Submitted App
Jersey City,New Jersey,40.7184,-74.0686,United States,44887,44894,Prevention Science (PHD),Denied
Jersey City,New Jersey,40.7184,-74.0686,United States,44473,44553,Prevention Science (PHD),Denied
Jersey City,New Jersey,40.7184,-74.0686,United States,44876,44876,Psychology: Psychological Sciences (MA),Complete App
Jersey City,New Jersey,40.7184,-74.0686,United States,44575,44575,"Public Administration, Executive Program (West Windsor, Saturday Morning) (MPA)",Withdrawn
Jiangmen,Guangdong,22.5833,113.0833,China,44914,,Computer Science: Scientific Computing (MS),Started App
Jieyang,Guangdong,23.5533,116.3649,China,44796,44853,Computer Science: Scientific Computing (MS),Complete App
Jim Thorpe,Pennsylvania,40.8712,-75.7433,United States,44904,44904,Creative Writing (MFA) Camden,Denied
Jingzhou,Hubei,37.6911,116.2672,China,44939,44941,English (MA),Admit
JODHPUR,,26.28,73.02,India,44902,44902,Childhood Studies (PHD),Denied
JODHPUR,,26.28,73.02,India,44903,44903,Prevention Science (PHD),Denied
Johnson City,Tennessee,36.3406,-82.3806,United States,44770,44906,Creative Writing (MFA) Camden,Denied
Johnstown,Pennsylvania,40.326,-78.9194,United States,44868,44877,Computer Science: Scientific Computing (MS),Complete App
Jos,Plateau/Nigeria,9.9167,8.8903,Nigeria,44512,44512,Prevention Science (PHD),Admit-Coming
Jupiter,Florida,26.92,-80.1128,United States,44996,44999,Psychology: Psychological Sciences (MA),Admit-Coming
Kaduna,kaduna,10.5167,7.4333,Nigeria,44824,44875,Biology: Computational and Integrative (MS),Denied
Kalyani,West Bengal,22.975,88.4344,India,44955,,Biology: Computational and Integrative (PHD),Started App
Kandy,Central,7.2964,80.635,Sri Lanka,44874,44885,Biology: Computational and Integrative (MS),Admit-Withdrawn
Kandy,Centrel,7.2964,80.635,Sri Lanka,44858,44858,Computer Science: Scientific Computing (MS),Submitted App
Kannapolis,North Carolina,35.4764,-80.6408,United States,44895,44943,Childhood Studies (PHD),Alternative Admission
Karachi,Sindh,24.86,67.01,Pakistan,44891,,Computer Science: Scientific Computing (MS),Started App
Karachi,Sindh,24.86,67.01,Pakistan,44919,44948,Computer Science: Scientific Computing (MS),Submitted App
Karachi,Sindh,24.86,67.01,Pakistan,44935,44946,Creative Writing (MFA) Camden,Denied
Karachi,Sindh,24.86,67.01,Pakistan,44900,44900,Data Science (MS),Submitted App
Karachi,Sindh,24.86,67.01,Pakistan,44968,44985,Data Science (MS),Denied
Karachi,Sindh,24.86,67.01,Pakistan,44893,44910,English (MA),Admit
Karaj,Alborz,35.8272,50.9489,Iran,44931,44931,English (MA),Admit
Kathmandu,Kathmandu,27.7172,85.324,Nepal,44965,44986,Biology: Computational and Integrative (MS),Denied
kathmandu,Kathmandu,27.7172,85.324,Nepal,44961,44967,Computer Science: Scientific Computing (MS),Denied
Kathmandu,Kathmandu,27.7172,85.324,Nepal,44937,,Data Science (MS),Started App
Kenmore,New York,47.7516,-122.2489,United States,44871,44898,Creative Writing (MFA) Camden,Denied
Kent,Ohio,47.3887,-122.2128,United States,44860,,Psychology: Psychological Sciences (MA),Started App
Kerman,Kerman,36.7248,-120.0625,United States,44630,44630,Biology: Computational and Integrative (PHD),Denied
Keyport,New Jersey,40.4328,-74.2011,United States,44630,,Psychology: Psychological Sciences (MA),Started App
Khammam,Telangana,17.2473,80.1514,India,44934,44948,Computer Science: Scientific Computing (MS),Complete App
Kingston,New York,41.9295,-73.9968,United States,44875,44895,Prevention Science (PHD),Denied
Kingston,Pennsylvania,41.9295,-73.9968,United States,44840,,Psychology: Psychological Sciences (MA),Started App
Kingston,New York,41.9295,-73.9968,United States,44875,44895,Psychology: Psychological Sciences (MA),Complete App
Kirkwood,New Jersey,38.5788,-90.4203,United States,44980,44986,English (MA),Submitted App
Knoxville,Tennessee,35.9692,-83.9496,United States,44943,44947,Creative Writing (MFA) Camden,Denied
Kohler,Wisconsin,43.7364,-87.7795,United States,44929,44939,Creative Writing (MFA) Camden,Denied
Kokkola,Central Ostrobonia,63.8367,23.1333,Finland,44873,,Data Science (MS),Started App
Kolkata,West Bengal,22.5675,88.37,India,44882,44882,Biology: Computational and Integrative (MS),Admit-Withdrawn
Kolkata,West Bengal,22.5675,88.37,India,44931,44943,Childhood Studies (PHD),Admit
Kolkata,West Bengal,22.5675,88.37,India,44937,,Data Science (MS),Started App
Kolkata,West Bengal,22.5675,88.37,India,44951,,Data Science (MS),Started App
Kolkata,West Bengal,22.5675,88.37,India,44944,44945,Data Science (MS),Admit
Kolkata,West Bengal,22.5675,88.37,India,44905,44927,Data Science (MS),Admit-Coming
Kolkata,West Bengal,22.5675,88.37,India,44879,44889,Data Science (MS),Admit-Not Coming
Kolkata,West Bengal,22.5675,88.37,India,44863,44917,Data Science (MS),Admit-Withdrawn
Kolkata,West Bengal,22.5675,88.37,India,44910,44910,English (MA),Admit
Kukshi,Madhya Pradesh,22.2068,74.7579,India,44845,44958,Computer Science: Scientific Computing (MS),Complete App
Kumasi,Ashanti Region,6.6667,-1.6167,Ghana,44629,44630,Biology: Computational and Integrative (PHD),Denied
Kumasi,Ashanti Region,6.6667,-1.6167,Ghana,44786,44786,Business and Science - Computer and Information Sciences (MBS) Camden,Admit-Coming
Kumasi,Ashanti Region,6.6667,-1.6167,Ghana,44896,,Chemistry (MS),Started App
Kumasi,Ashanti Region,6.6667,-1.6167,Ghana,44811,,Computer Science: Scientific Computing (MS),Started App
Kumasi,Ashanti Region,6.6667,-1.6167,Ghana,44908,,Creative Writing (MFA) Camden,Started App
Kumasi,Ashanti Region,6.6667,-1.6167,Ghana,44966,,Data Science (MS),Started App
Kumasi,Ashanti Region,6.6667,-1.6167,Ghana,44916,44967,Data Science (MS),Submitted App
Kumasi,Ashanti Region,6.6667,-1.6167,Ghana,44982,44989,Psychology: Psychological Sciences (MA),Denied
Kumasi,Ashanti Region,6.6667,-1.6167,Ghana,44977,44977,Public Administration - On Campus (MPA),Submitted App
Kumasi,Ashanti Region,6.6667,-1.6167,Ghana,44934,44935,Public Administration - On Campus (MPA),Admit-Coming
kurnool,Andhra pradesh,15.83,78.05,India,44940,44954,Computer Science: Scientific Computing (MS),Complete App
Kurnool,Andhra Pradesh,15.83,78.05,India,44936,44956,Computer Science: Scientific Computing (MS),Complete App
La Mesa,California,32.7703,-117.0204,United States,44967,44978,Forensic Science (MS),Admit-Withdrawn
La Mirada,California,33.9025,-118.0093,United States,44907,44910,English (MA),Admit
Lagos,Lagos,6.455,3.3841,Nigeria,44786,44841,Biology: Computational and Integrative (MS),Denied
Lagos,Lagos,6.455,3.3841,Nigeria,44893,44895,Biology (MS),Complete App
Lagos,Lagos,6.455,3.3841,Nigeria,44484,44530,Biology (MS),Admit-Coming
Lagos,Lagos,6.455,3.3841,Nigeria,44882,44882,Creative Writing (MFA) Camden,Waitlisted
Lagos,Lagos,6.455,3.3841,Nigeria,44944,44944,Creative Writing (MFA) Camden,Denied
Lagos,Lagos,6.455,3.3841,Nigeria,44742,44742,Criminal Justice (MA),Admit-Coming
Lagos,Lagos,6.455,3.3841,Nigeria,45042,45042,Data Science (MS),Submitted App
Lagos,Lagos,6.455,3.3841,Nigeria,44970,45037,Data Science (MS),Complete App
Lagos,Lagos,6.455,3.3841,Nigeria,44845,44977,English (MA),Admit-Coming
Lagos,Lagos,6.455,3.3841,Nigeria,44885,44885,Mathematical Sciences (MS),Admit-Coming
Lagos,Lagos,6.455,3.3841,Nigeria,44936,44949,Public Affairs/Community Development (MS),Complete App
Lahore,Punjab,31.5497,74.3436,Pakistan,44950,44957,Computer Science: Scientific Computing (MS),Admit
Lahore,Punjab,31.5497,74.3436,Pakistan,44934,,Creative Writing (MFA) Camden,Started App
Lahore,Punjab,31.5497,74.3436,Pakistan,44748,44748,English (MA),Complete App
Lahore,Punjab,31.5497,74.3436,Pakistan,44910,44910,English (MA),Admit
Lahore,Punjab,31.5497,74.3436,Pakistan,44877,44882,Prevention Science (MS),Denied
Lakewood,New Jersey,39.6977,-105.1172,United States,44832,44853,Creative Writing (MFA) Camden,Denied
Lambertville,New Jersey,41.7484,-83.6244,United States,44671,,Public Affairs/Community Development (MS),Started App
Lancaster,Pennsylvania,40.042,-76.3012,United States,44938,44945,Biology: Computational and Integrative (MS),Admit
Lancaster,Pennsylvania,40.042,-76.3012,United States,44884,44886,Childhood Studies (MA),Complete App
Lancaster,Pennsylvania,40.042,-76.3012,United States,44884,44886,Prevention Science (MS),Complete App
Lancaster,Pennsylvania,40.042,-76.3012,United States,44884,44886,Psychology: Psychological Sciences (MA),Complete App
Lansdale,Pennsylvania,40.2417,-75.2812,United States,44769,,Psychology: Psychological Sciences (MA),Started App
Larchmont,New York,40.9258,-73.7531,United States,44941,44955,Data Science (MS),Admit
Las Vegas,Nevada,36.2333,-115.2654,United States,44823,44895,Biology: Computational and Integrative (MS),Admit
Las Vegas,Nevada,36.2333,-115.2654,United States,44971,,Biology: Computational and Integrative (PHD),Started App
Las Vegas,Nevada,36.2333,-115.2654,United States,44823,44895,Forensic Science (MS),Admit
Las Vegas,New Mexico,36.2333,-115.2654,United States,44981,44985,Prevention Science (PHD),Admit-Coming
Las Vegas,New Mexico,36.2333,-115.2654,United States,44974,44981,Psychology: Psychological Sciences (MA),Complete App
Lawnside,New Jersey,39.8673,-75.0289,United States,45026,45029,"History (American, Global, Public) (MA)",Admit-Coming
Lawrence,Kansas,38.9597,-95.2642,United States,44938,44938,Data Science (MS),Admit-Coming
Lawrenceville,New Jersey,33.9523,-83.9932,United States,44930,44930,Creative Writing (MFA) Camden,Waitlisted
Lawrenceville,New Jersey,33.9523,-83.9932,United States,44823,,Data Science (MS),Started App
Lawrenceville,New Jersey,33.9523,-83.9932,United States,44967,,Data Science (MS),Started App
Lawrenceville,New Jersey,33.9523,-83.9932,United States,45007,45018,"History (American, Global, Public) (MA)",Admit-Coming
Lawrenceville,New Jersey,33.9523,-83.9932,United States,44670,,Liberal Studies (MA),Started App
Leesburg,Virginia,28.7672,-81.8962,United States,44811,44918,Psychology: Psychological Sciences (MA),Admit-Withdrawn
Leicester,Leicester,52.6344,-1.1319,United Kingdom,44792,,Business and Science - Computer and Information Sciences (MBS) Camden,Started App
Levittown,Pennsylvania,40.7241,-73.5125,United States,45012,,Criminal Justice (MA),Started App
Lexington,Kentucky,38.0423,-84.4587,United States,44925,,Public Administration - On Campus (MPA),Started App
LILONGWE,Not Specified,-13.9833,33.7833,Malawi,44892,44899,Prevention Science (MS),Admit-Coming
Lincoln,Lincolnshire,40.8099,-96.6784,United States,44774,44887,Biology: Computational and Integrative (PHD),Alternative Admission
Linden,Virginia,40.6251,-74.2383,United States,44867,44909,"History (American, Global, Public) (MA)",Admit
Lindenwold,New Jersey,39.8173,-74.9898,United States,45009,45009,Data Science (MS),Submitted App
Lindenwold,New Jersey,39.8173,-74.9898,United States,44964,44984,Public Administration - On Campus (MPA),Admit-Coming
Linwood,New Jersey,39.8254,-75.4253,United States,44938,45009,Biology: Computational and Integrative (MS),Admit-Withdrawn
Linwood,New Jersey,39.8254,-75.4253,United States,44950,45000,Childhood Studies (MA),Admit
Linwood,New Jersey,39.8254,-75.4253,United States,44915,44915,Teacher Education (MAT),Admit-Coming
Little Rock,Arkansas,34.7256,-92.3577,United States,44929,44929,Creative Writing (MFA) Camden,Admit
Littleton,Colorado,39.5915,-105.0188,United States,44880,44885,Biology (MS),Admit-Withdrawn
Logan,Utah,41.7399,-111.8422,United States,44872,44895,Psychology: Psychological Sciences (MA),Complete App
London,,51.508129,-0.128005,United Kingdom,45044,,Business and Science - Computer and Information Sciences (MBS) Camden,Started App
London,,51.508129,-0.128005,United Kingdom,44868,,Creative Writing (MFA) Camden,Started App
Londrina,Paraná,-23.31,-51.1628,Brazil,44549,,Childhood Studies (PHD),Started App
Long Island,New York,39.9462,-99.534,United States,44935,44986,Data Science (MS),Admit-Withdrawn
Long Island,New York,39.9462,-99.534,United States,44859,44895,Prevention Science (PHD),Denied
Long Lake,New York,42.3758,-88.1276,United States,44834,44848,Creative Writing (MFA) Camden,Denied
Long Valley,New Jersey,40.7826,-74.7776,United States,44809,44848,Psychology: Psychological Sciences (MA),Complete App
Los Angeles,California,34.1141,-118.4068,United States,44910,44910,Creative Writing (MFA) Camden,Denied
Louisville,Kentucky,38.1663,-85.6485,United States,44946,44946,Creative Writing (MFA) Camden,Denied
Lubbock,Texas,33.5657,-101.8879,United States,44939,44939,Creative Writing (MFA) Camden,Admit-Coming
Lubbock,Texas,33.5657,-101.8879,United States,44934,44946,Creative Writing (MFA) Camden,Denied
Lubbock,Texas,33.5657,-101.8879,United States,44681,44874,Psychology: Psychological Sciences (MA),Complete App
Lucknow,Uttar Pradesh,26.85,80.95,India,44940,44940,Computer Science: Scientific Computing (MS),Submitted App
Lucknow,Uttar Pradesh,26.85,80.95,India,45012,45020,Psychology: Psychological Sciences (MA),Submitted App
Lucknow,Uttar Pradesh,26.85,80.95,India,44903,44910,Psychology: Psychological Sciences (MA),Complete App
Lumberton,New Jersey,34.6312,-79.0186,United States,44835,44893,Prevention Science (PHD),Denied
Madison,Wisconsin,43.0822,-89.393,United States,44545,44563,English (MA),Admit-Withdrawn
Madison,Wisconsin,43.0822,-89.393,United States,44866,44894,Prevention Science (MS),Denied
Madison,Indiana,43.0822,-89.393,United States,44949,,Psychology: Psychological Sciences (MA),Started App
Madison,Wisconsin,43.0822,-89.393,United States,44866,44894,Psychology: Psychological Sciences (MA),Complete App
Madurai,Tamil Nadu,9.9252,78.1198,India,44882,44956,Computer Science: Scientific Computing (MS),Admit-Coming
MADURAI,TAMIL NADU,9.9252,78.1198,India,44909,44911,Data Science (MS),Admit
Makurdi,,7.7306,8.5361,Nigeria,44977,44982,English (MA),Admit-Coming
Makurdi,Benue,7.7306,8.5361,Nigeria,44867,44879,Public Affairs/Community Development (PHD),Admit-Coming
Makurdi,Benue State,7.7306,8.5361,Nigeria,44977,44978,Teacher Education (MAT),Submitted App
Malden,Massachusetts,42.4305,-71.0576,United States,44906,44944,Creative Writing (MFA) Camden,Denied
Malden,Massachusetts,42.4305,-71.0576,United States,44914,44925,English (MA),Admit
Manalapan,New Jersey,26.562,-80.0439,United States,44950,44950,Data Science (MS),Admit
Manalapan,New Jersey,26.562,-80.0439,United States,44880,44888,Prevention Science (MS),Denied
Manchester,New Hampshire,42.9848,-71.4447,United States,44914,44914,Biology (MS),Admit-Coming
Mandaluyong City,National Capital Region (NCR),14.58,121.03,Philippines,44992,,Liberal Studies (MA),Started App
Mandapeta,Andhra Pradesh,16.87,81.93,India,44864,44883,Computer Science: Scientific Computing (MS),Complete App
Mandsaur,Madhya Pradesh,24.03,75.08,India,44988,44990,Computer Science: Scientific Computing (MS),Admit-Coming
Mandya,Karnataka,12.5242,76.8958,India,44983,44983,Data Science (MS),Denied
Maoming,Guangdong,21.6618,110.9178,China,44869,44896,Computer Science: Scientific Computing (MS),Admit
Maplewood,New Jersey,44.9842,-93.0247,United States,44906,44906,"History (American, Global, Public) (MA)",Admit-Coming
Margate City,New Jersey,39.3307,-74.507,United States,44890,44894,Creative Writing (MFA) Camden,Denied
Margate City,New Jersey,39.3307,-74.507,United States,45004,45015,Criminal Justice (MA),Submitted App
Marlton,New Jersey,39.9014,-74.9294,United States,44972,44985,Biology (MS),Admit-Coming
Marlton,New Jersey,39.9014,-74.9294,United States,44859,44896,Criminal Justice (MA),Admit-Coming
Marlton,New Jersey,39.9014,-74.9294,United States,44932,44932,Psychology: Psychological Sciences (MA),Submitted App
Marlton,New Jersey,39.9014,-74.9294,United States,45042,45042,Teacher Education (MAT),Submitted App
Mashhad,Razavi Khorasan,36.3,59.6,Iran,44966,44975,Biology: Computational and Integrative (MS),Submitted App
Mashhad,Razavi Khorasan,36.3,59.6,Iran,44964,44964,Biology: Computational and Integrative (PHD),Submitted App
Mashhad,Razavi khorasan,36.3,59.6,Iran,44879,44879,Biology: Computational and Integrative (PHD),Denied
Mashhad,Razavi khorasan,36.3,59.6,Iran,44879,44880,Biology (MS),Admit
mashhad,Razavi khorasan,36.3,59.6,Iran,44977,44977,Computer Science: Scientific Computing (MS),Submitted App
Mashhad,Razavi khorasan,36.3,59.6,Iran,44890,44934,Data Science (MS),Complete App
Mashhad,Razavi Khorasan,36.3,59.6,Iran,44905,44907,Public Affairs/Community Development (MS),Complete App
Masvingo,Masvingo,-20.0744,30.8328,Zimbabwe,44663,44663,English (MA),Denied
matawan,New Jersey,40.4127,-74.2365,United States,45044,,Data Science (MS),Started App
Mays Landing,New Jersey,39.4506,-74.7098,United States,44691,45000,Psychology - Accelerated Degree BA/MA (MA),Complete App
Mechanicsville,Virginia,37.6263,-77.3561,United States,44917,44931,English (MA),Admit-Withdrawn
Mechanicsville,Maryland,37.6263,-77.3561,United States,45015,,Psychology: Psychological Sciences (MA),Started App
Medford,New York,42.3372,-122.854,United States,44985,44985,Business and Science - Computer and Information Sciences (MBS) Camden,Submitted App
Medford,New Jersey,42.3372,-122.854,United States,44879,,Data Science (MS),Started App
Medford Lakes,New Jersey,39.8581,-74.8053,United States,44457,44581,Prevention Science (PHD),Admit-Coming
Meerut,,28.98,77.71,India,45023,45023,Data Science (MS),Complete App
Merchantville,New Jersey,39.9502,-75.0504,United States,44888,44923,Creative Writing (MFA) Camden,Denied
Merchantville,New Jersey,39.9502,-75.0504,United States,44977,,Prevention Science (PHD),Started App
Merchantville,New Jersey,39.9502,-75.0504,United States,44932,,Public Administration - On Campus (MPA),Started App
Mickleton,New Jersey,39.7921,-75.2437,United States,44859,44921,Biology - Accelerated Degree BA/MS (MS),Admit-Coming
Middlesex,New Jersey,40.5744,-74.5011,United States,44941,44941,Creative Writing (MFA) Camden,Denied
Middletown,New Jersey,39.5033,-84.3659,United States,44680,,Public Affairs/Community Development (PHD),Started App
Milan,Lombardy,35.9126,-88.7554,United States,44941,44941,English (MA),Complete App
Mililani,Hawaii,21.451331,-158.015281,#N/A,44901,44909,"History (American, Global, Public) (MA)",Admit-Coming
Miller Place,New York,40.9374,-72.9864,United States,44858,,Criminal Justice (MA),Started App
Millersville,Pennsylvania,40.0047,-76.3522,United States,44847,44947,Biology: Computational and Integrative (PHD),Admit-Coming
Millville,New Jersey,39.3903,-75.0561,United States,44823,44823,Creative Writing (MFA) Camden,Withdrawn
Minneapolis,Minnesota,44.9635,-93.2678,United States,44907,44940,Childhood Studies (PHD),Admit-Coming
Mississauga,Ontario,43.6,-79.65,Canada,44876,44894,Childhood Studies (MA),Denied
Mississauga,Ontario,43.6,-79.65,Canada,44876,44894,Psychology: Psychological Sciences (MA),Admit-Coming
Missoula,Montana,46.8751,-114.0214,United States,44937,44937,Creative Writing (MFA) Camden,Admit
Modesto,California,37.6375,-121.0028,United States,44628,44901,Public Affairs/Community Development (MS),Denied
Monterrey,Nuevo Leon,25.6667,-100.3,Mexico,44987,44998,Psychology: Psychological Sciences (MA),Complete App
Montreal,Quebec,46.4312,-90.2382,United States,44939,,Psychology: Psychological Sciences (MA),Started App
Montville,New Jersey,40.9135,-74.3594,United States,44864,44933,Data Science (MS),Admit-Withdrawn
Moorestown,New Jersey,39.9784,-74.9413,United States,44817,44974,Prevention Science (PHD),Admit-Coming
Morgantown,West Virginia,39.6383,-79.9464,United States,44876,44876,Biology: Computational and Integrative (MS),Admit
Morganville,New Jersey,40.3756,-74.2444,United States,44690,,Biology: Computational and Integrative (MS),Started App
Morganville,New Jersey,40.3756,-74.2444,United States,44975,,Biology: Computational and Integrative (MS),Started App
Mount Airy,Maryland,36.5083,-80.6155,United States,44873,44894,Biology: Computational and Integrative (MS),Denied
